year		DOY		Ta		Tmin		Tmax		precip		rSSD		SRad		ET0		snow		PAR
	2020		350		3.75		0.75		5.95		5.07		0		11.68		0.43		0.34		0.47
	2020		351		3.59		1.6		4.69		0.04		0		11.66		0.33		0		0.47
	2020		352		3.35		-0.14		6.95		0.07		0.17		30.34		0.5		0.01		1.23
	2020		353		3.79		-0.31		8.58		0		0.54		60.77		0.57		0		2.47
	2020		354		0.93		-2.57		4.92		0		0.05		17.43		0.45		0		0.71
	2020		355		4.14		0.74		7.53		0.42		0		11.63		0.5		0.02		0.47
	2020		356		6		4		8.8		2.67		0		11.63		0.46		0.01		0.47
	2020		357		11.1		7.4		15.1		0		0.2		33.36		0.71		0		1.35
	2020		358		8.69		4.29		12.39		9.26		0.01		12.85		0.67		0		0.52
	2020		359		6.15		1.85		8.55		4.02		0		11.69		0.55		0.01		0.47
	2020		360		0.69		-0.41		1.79		0.25		0		11.72		0.24		0.22		0.48
	2020		361		-1.22		-4.12		0.68		0.01		0.81		74.92		0.32		0.23		3.04
	2020		362		-0.83		-5.73		4.87		1.68		0		11.79		0.49		1.66		0.48
	2020		363		1.94		0.25		4.24		6.26		0.08		21.16		0.35		3.27		0.86
	2020		364		2.77		0.17		5.17		3.72		0.2		34.05		0.41		0.89		1.38
	2020		365		1.32		0.02		3.52		0.76		0.1		23.6		0.32		0.56		0.96
	2020		366		0.29		-2.31		2.39		8.76		0.05		18		0.36		8.13		0.73
	2021		1		0.43		0.03		1.13		0.53		0		12.01		0.17		4.33		0.49
	2021		2		-0.26		-1.06		0.14		0.15		0		12.08		0.18		2.25		0.49
	2021		3		-1.01		-2.51		-0.21		0.01		0		12.15		0.23		2.26		0.49
	2021		4		-2.02		-3.02		-1.12		0.01		0		12.23		0.2		2.27		0.5
	2021		5		-1.42		-2.22		-0.82		0.01		0		12.31		0.18		2.28		0.5
	2021		6		-1.5		-2.6		-0.2		0		0		12.4		0.24		2.28		0.5
	2021		7		-1.74		-3.04		0.86		0.07		0.87		81.79		0.3		2.35		3.32
	2021		8		-2.54		-6.84		0.56		0		0.82		80.71		0.4		2.35		3.28
	2021		9		-4.64		-9.04		-1.74		0		0.65		73.33		0.34		2.35		2.98
	2021		10		-3.4		-6.8		-1.7		0		0.81		81.73		0.32		2.35		3.32
	2021		11		-5.9		-8.9		-3.2		0		0.5		64.69		0.28		2.35		2.63
	2021		12		-0.16		-8.26		3.64		2.88		0		13.06		0.6		2.77		0.53
	2021		13		3.43		2.03		5.13		2.97		0		13.19		0.37		0.31		0.54
	2021		14		4.61		3.71		5.31		4.24		0		13.32		0.29		0.08		0.54
	2021		15		0.81		-4.49		4.41		5.27		0		13.46		0.57		4.51		0.55
	2021		16		-3.31		-5.41		-0.71		0.53		0		13.61		0.32		5.04		0.55
	2021		17		1.25		-0.65		2.65		1.79		0		13.76		0.36		1.35		0.56
	2021		18		0.62		-2.58		3.82		0		0.48		67.95		0.49		0		2.76
	2021		19		0.26		-5.24		6.46		0		0.82		90.18		0.66		0		3.66
	2021		20		1		-2.6		5.6		0		0.2		40.8		0.58		0		1.66
	2021		21		6.59		-0.01		10.29		5.82		0.04		20.2		0.86		0.01		0.82
	2021		22		5.42		0.42		8.42		7.92		0.29		52.37		0.73		0.05		2.13
	2021		23		1.55		-0.45		3.75		3.56		0.23		46.01		0.44		2.36		1.87
	2021		24		1.05		-1.45		3.26		1.76		0.82		95.88		0.46		1.42		3.89
	2021		25		0.05		-1.55		1.45		1.57		0.03		19.74		0.36		1.49		0.8
	2021		26		-1.53		-4.23		1.37		0.25		0.45		72.18		0.45		1.74		2.93
	2021		27		0.08		-4.82		4.88		7.85		0		15.56		0.66		7.43		0.63
	2021		28		7.96		4.16		10.56		12.33		0		15.77		0.78		0		0.64
	2021		29		7.55		5.05		10.05		7.64		0.04		22.4		0.69		0		0.91
	2021		30		5.39		3.59		6.39		7.92		0		16.21		0.48		0.05		0.66
	2021		31		5.1		3.7		7.3		4.86		0.01		18.1		0.54		0.05		0.74
	2021		32		6.2		3.51		7.5		4.82		0		16.66		0.61		0.01		0.68
	2021		33		8.57		6.37		11.37		1.7		0		16.9		0.76		0		0.69
	2021		34		9.68		7.48		12.28		9.93		0.02		20.6		0.78		0		0.84
	2021		35		6.37		1.97		9.57		0.01		0.04		24.35		0.88		0		0.99
	2021		36		6.12		2.32		11.12		0.01		0.05		26.42		0.95		0		1.07
	2021		37		4.37		1.57		8.47		0.11		0		17.88		0.79		0		0.73
	2021		38		4.69		1.89		7.89		3.41		0		18.14		0.76		0.06		0.74
	2021		39		4.1		1.2		6.9		3.62		0.72		111.56		0.73		0.15		4.53
	2021		40		0.99		-0.31		2.99		4.75		0.02		22.44		0.48		3.89		0.91
	2021		41		1.6		-2.4		6.4		3.25		0.01		20.86		0.83		2.1		0.85
	2021		42		-4.5		-6.4		-2.5		0		0		19.21		0.38		2.1		0.78
	2021		43		-6.39		-7.19		-5.79		0.27		0		19.49		0.2		2.37		0.79
	2021		44		-6.84		-8.34		-5.84		0		0		19.78		0.26		2.37		0.8
	2021		45		-4.49		-7.29		-0.89		0		0.52		102.62		0.51		2.37		4.17
	2021		46		0.78		-5.02		4.88		0.03		0.17		53.07		0.9		0.03		2.16
	2021		47		5.93		0.93		10.23		1.01		0.47		99.59		1.13		0		4.04
	2021		48		6.55		-0.05		11.35		0.01		0.75		129.39		1.31		0		5.25
	2021		49		4.56		-1.64		9.26		0		0.15		51.67		1.19		0		2.1
	2021		50		8.78		3.38		13.38		0		0.72		130.74		1.37		0		5.31
	2021		51		6.16		-0.54		13.76		0		0.98		148.09		1.5		0		6.01
	2021		52		5.75		-1.44		15.05		0		0.99		150.55		1.61		0		6.11
	2021		53		5.08		-1.02		12.17		0		0.02		27.06		1.42		0		1.1
	2021		54		7.17		0.67		14.67		0		0.76		141.75		1.62		0		5.76
	2021		55		7.86		0.96		15.76		0		0.82		148.27		1.73		0		6.02
	2021		56		8.38		0.89		17.18		0		0.95		157.72		1.88		0		6.4
	2021		57		8.54		1.75		14.54		0		0.54		124.37		1.7		0		5.05
	2021		58		5		3.8		7.8		0.02		0		24.14		0.83		0		0.98
	2021		59		2.91		-0.99		6.71		0		0.32		93.31		1.07		0		3.79
	2021		60		3.19		-3.11		11.09		0		0.93		165.72		1.49		0		6.73
	2021		61		5.46		-2.14		13.66		0		0.86		163.89		1.76		0		6.66
	2021		62		5.43		1.83		10.03		0		0		25.49		1.29		0		1.04
	2021		63		7.71		3.41		12.22		2.52		0.17		67.34		1.48		0		2.73
	2021		64		4.86		1.76		8.06		0.02		0		26.18		1.13		0		1.06
	2021		65		1.67		-0.83		3.97		0.15		0.01		29.22		0.86		0.09		1.19
	2021		66		4.51		-0.59		9.71		4.39		0.18		72.38		1.46		0.1		2.94
	2021		67		5.04		0.15		9.34		0.65		0.49		134.53		1.43		0.01		5.46
	2021		68		2.77		-1.33		7.37		0.05		0.28		96.83		1.27		0.01		3.93
	2021		69		4.29		-2.81		9.29		0		0.87		182.77		1.63		0		7.42
	2021		70		9.8		7.1		13.8		6.39		0		28.29		1.53		0		1.15
	2021		71		7.08		4.08		9.59		0		0.73		174.76		1.27		0		7.1
	2021		72		7.06		1.96		11.46		12.82		0.23		90.28		1.68		0.01		3.67
	2021		73		2.28		0.38		3.78		6.31		0.11		60.74		0.82		2.5		2.47
	2021		74		2.46		0.76		4.66		6.36		0.01		32.74		0.9		2.12		1.33
	2021		75		1.98		0.68		3.88		2.79		0.02		36.16		0.81		1.42		1.47
	2021		76		1.67		0.27		3.87		2.5		0.04		42.64		0.85		1.55		1.73
	2021		77		0.83		-1.97		3.53		0.01		0.36		126.32		1.02		0.01		5.13
	2021		78		0.87		-3.23		5.27		0.04		0.81		198.64		1.29		0.03		8.07
	2021		79		0.28		-2.12		3.18		0		0.68		186		0.99		0		7.55
	2021		80		1.92		-2.78		5.72		0.01		0.35		128.5		1.39		0.01		5.22
	2021		81		3.05		0.25		5.75		0		0.28		113.19		1.19		0		4.6
	2021		82		4		-2.8		10.2		0		0.95		219.04		1.94		0		8.89
	2021		83		6.1		-1.7		14.1		0		0.98		223.14		2.37		0		9.06
	2021		84		7.6		-0.4		14.4		0		0.75		205.74		2.47		0		8.35
	2021		85		9.12		0.22		15.72		11.46		0.66		195.84		2.71		0		7.95
	2021		86		6.76		0.66		9.86		0.24		0.3		124.7		1.92		0		5.06
	2021		87		6.33		-1.97		14.53		0		0.97		232.28		2.56		0		9.43
	2021		88		9.3		-0.1		17.5		0		0.96		234.09		2.99		0		9.51
	2021		89		11.8		3.4		20.1		0		0.96		236.48		3.22		0		9.6
	2021		90		13.43		4.53		20.93		0		0.95		238.22		3.4		0		9.67
	2021		91		13.56		5.96		20.86		0		0.93		239.2		3.29		0		9.71
	2021		92		12.24		5.44		19.64		0		0.89		238.37		3.1		0		9.68
	2021		93		5.8		2.61		8.81		0		0.51		184.63		1.63		0		7.5
	2021		94		5.96		-0.34		12.16		0		0.99		250.06		2.35		0		10.15
	2021		95		6.96		-0.54		14.06		2.06		0.44		172.45		2.67		0		7
	2021		96		0.05		-2.75		3.46		0.79		0.57		202.13		1.27		0.75		8.21
	2021		97		-0.19		-3.19		3.01		0.01		0.17		98.75		1.26		0.01		4.01
	2021		98		4.08		-2.92		10.88		0		0.99		259.34		2.35		0		10.53
	2021		99		7.61		-1.19		13.81		0.24		0.47		185.92		2.88		0		7.55
	2021		100		9.73		5.53		13.24		0		0.19		108.08		2.25		0		4.39
	2021		101		9.92		4.02		16.52		24.47		0.48		191.49		2.91		0		7.78
	2021		102		1.93		-0.97		4.83		1.9		0.09		74.45		1.42		1		3.02
	2021		103		1.93		-2.97		6.73		0.01		0.71		240.22		1.86		0.01		9.75
	2021		104		2.74		-1.66		7.04		0		0.75		248.24		1.85		0		10.08
	2021		105		2.76		-1.74		6.96		0		0.64		232.01		1.86		0		9.42
	2021		106		3.75		-1.45		8.35		0		0.83		262.79		2.09		0		10.67
	2021		107		4.16		-1.44		9.26		0		0.78		258.4		2.24		0		10.49
	2021		108		4.66		-0.54		9.66		0		0.22		125.68		2.25		0		5.1
	2021		109		5.92		-1.48		11.92		0		0.64		239.18		2.75		0		9.71
	2021		110		7.42		-0.78		14.12		0		0.71		253.47		3.11		0		10.29
	2021		111		7.96		1.66		13.56		1.53		0.39		182.6		2.85		0		7.42
	2021		112		9.95		2.15		16.45		0.01		0.9		282.34		3.39		0		11.47
	2021		113		10.17		1.97		17.17		0		0.98		290.91		3.55		0		11.81
	2021		114		12.08		2.38		19.78		0		0.9		286.21		4.09		0		11.62
	2021		115		12.99		5.99		18.99		0.01		0.88		286.04		3.66		0		11.62
	2021		116		11.35		6.95		16.05		0		0.31		163.89		2.92		0		6.66
	2021		117		11.86		4.36		17.86		0.05		0.81		281.2		3.64		0		11.42
	2021		118		12.5		9.5		16.9		6.56		0.15		107.9		2.77		0		4.38
	2021		119		11.16		9.06		14.26		0.29		0.01		49.19		2.24		0		2
	2021		120		8.6		7.1		11.5		11.8		0.02		54.01		1.89		0		2.19
	2021		121		6.61		4.31		8.31		21.75		0		45.18		1.67		0.02		1.83
	2021		122		5.18		1.78		9.28		4.71		0.16		114.48		2.17		0.04		4.65
	2021		123		7.3		-1.4		13.8		0.01		0.93		305.27		3.39		0		12.4
	2021		124		11.77		4.87		15.97		4.07		0.23		143.04		3.43		0		5.81
	2021		125		9.05		5.85		11.76		1.05		0.17		120.41		2.29		0		4.89
	2021		126		8.49		5.29		10.19		13.45		0		46.43		2.05		0		1.89
	2021		127		8.43		6.03		10.63		4.71		0.1		92.22		1.99		0		3.74
	2021		128		11.93		2.23		19.63		0		0.91		311.34		4.41		0		12.64
	2021		129		15.73		5.03		23.63		0.1		0.85		305.9		5.17		0		12.42
	2021		130		12.9		10.9		15.8		8.35		0		47.35		2.44		0		1.92
	2021		131		10.05		7.85		11.65		15.73		0		47.57		1.96		0		1.93
	2021		132		10.45		7.25		14.45		0.01		0.41		212.26		2.75		0		8.62
	2021		133		8.52		4.82		12.22		1.32		0.15		116.66		2.6		0		4.74
	2021		134		8.36		2.06		12.76		1.66		0.37		201.04		3.13		0		8.16
	2021		135		8.49		6.39		11.69		7.99		0		48.39		2.22		0		1.97
	2021		136		9.6		6.9		12.3		27.78		0		48.58		2.34		0		1.97
	2021		137		9.38		6.88		12.38		5.27		0.2		139.68		2.36		0		5.67
	2021		138		9.87		6.37		14.47		6.2		0.28		171.88		2.92		0		6.98
	2021		139		7.37		5.87		11.27		6.56		0.1		97.09		2.18		0		3.94
	2021		140		10.62		6.32		15.12		0.17		0.47		237.76		3.15		0		9.65
	2021		141		10.08		6.38		14.28		24.75		0		49.47		2.94		0		2.01
	2021		142		11.37		6.77		16.67		7.97		0.77		310		3.45		0		12.59
	2021		143		11.14		6.74		15.74		0.01		0.66		289.58		3.28		0		11.76
	2021		144		10.55		6.65		16.65		5.47		0.03		65.03		3.39		0		2.64
	2021		145		10.16		6.06		14.26		0.36		0.55		264.45		3.04		0		10.74
	2021		146		13.41		8.31		18.61		0.09		0.21		148.1		3.81		0		6.01
	2021		147		12.74		8.04		15.84		0.15		0.31		188.35		3.26		0		7.65
	2021		148		13.34		4.84		20.24		0.01		0.96		340.25		4.68		0		13.82
	2021		149		13.88		8.08		18.98		0		0.71		305		4.01		0		12.39
	2021		150		13.76		7.16		19.46		0		0.98		343.59		4.26		0		13.95
	2021		151		14.68		6.08		22.08		0		0.95		341.77		5.01		0		13.88
	2021		152		16.92		7.72		23.52		1.01		0.95		342.5		5.33		0		13.91
	2021		153		16.6		12.5		20.4		0.52		0.15		124.17		3.74		0		5.04
	2021		154		18.58		13.88		23.68		1.04		0.3		187.51		4.42		0		7.61
	2021		155		18.17		14.57		23.77		20.18		0.41		227.76		4.24		0		9.25
	2021		156		14.94		12.74		18.44		9.83		0.12		110.97		3.04		0		4.51
	2021		157		15.73		12.53		19.53		0.39		0.13		115.82		3.46		0		4.7
	2021		158		16.43		14.23		19.63		0.78		0.06		82.23		3.11		0		3.34
	2021		159		16.03		13.73		19.93		3.07		0.03		67.17		3.29		0		2.73
	2021		160		15.81		12.21		20.21		6.55		0.11		106.86		3.72		0		4.34
	2021		161		17.63		10.23		23.63		0.01		0.87		338.38		5.08		0		13.74
	2021		162		18.85		11.05		24.45		0		0.95		347.81		5.26		0		14.12
	2021		163		19.82		12.42		25.62		0		0.79		327.04		5.37		0		13.28
	2021		164		19.47		12.77		23.97		0		0.97		350.24		4.9		0		14.22
	2021		165		19.46		10.86		26.36		0		0.98		351.33		5.77		0		14.27
	2021		166		20.96		12.16		27.76		0		0.97		350.7		6.03		0		14.24
	2021		167		22		13.7		28.7		0		0.95		349.05		6.07		0		14.17
	2021		168		22.87		15.37		27.97		0.32		0.87		340.07		5.69		0		13.81
	2021		169		21.8		17.6		28.8		6.43		0.56		277.19		5.22		0		11.26
	2021		170		22.97		16.47		28.77		0.01		0.54		271.66		5.64		0		11.03
	2021		171		19.91		14.51		25.91		26.35		0.25		170.29		5.02		0		6.92
	2021		172		17.95		14.45		23.55		29.47		0.34		205.86		4.25		0		8.36
	2021		173		16.86		13.66		21.66		11.28		0.26		174.39		3.86		0		7.08
	2021		174		16.77		12.97		21.57		10.64		0.26		174.34		3.99		0		7.08
	2021		175		15.16		12.16		20.26		23.02		0.15		126.29		3.69		0		5.13
	2021		176		14.78		11.78		17.59		0.04		0.02		62.43		3.09		0		2.54
	2021		177		16.92		9.22		23.12		0		0.83		333.94		5.09		0		13.56
	2021		178		19.15		11.45		25.25		0.3		0.55		273.76		5.4		0		11.12
	2021		179		18.22		14.62		26.02		27.83		0.44		240.23		4.78		0		9.76
	2021		180		15.54		11.94		19.44		27.95		0.19		143.87		3.58		0		5.84
	2021		181		14.55		11.55		18.75		3.97		0.2		148.11		3.4		0		6.01
	2021		182		16.72		13.32		20.62		0.34		0.23		160.82		3.65		0		6.53
	2021		183		17.7		12		23		0.01		0.82		330.47		4.6		0		13.42
	2021		184		16.27		13.07		20.27		3.29		0.18		138.77		3.57		0		5.64
	2021		185		16.52		13.72		19.42		0.35		0.14		120.47		3.2		0		4.89
	2021		186		18.88		14.48		24.18		0.01		0.34		203.37		4.45		0		8.26
	2021		187		16.93		13.04		21.03		21.69		0.08		91.68		3.82		0		3.72
	2021		188		17.44		14.54		21.25		7.54		0.17		133.44		3.54		0		5.42
	2021		189		15.33		13.23		18.63		27.64		0.06		81.55		2.98		0		3.31
	2021		190		16.84		12.64		20.94		0.01		0.61		284.75		3.86		0		11.56
	2021		191		17.01		10.71		24.61		14.06		0.7		304.45		5.01		0		12.36
	2021		192		17.22		11.82		22.62		0.01		0.59		278.51		4.43		0		11.31
	2021		193		17.89		11.79		23.29		51.43		0.26		169.89		4.65		0		6.9
	2021		194		13.35		11.55		15.95		22.44		0.01		55.65		2.5		0		2.26
	2021		195		14.06		11.36		18.26		20.93		0.13		113.46		3.2		0		4.61
	2021		196		14.8		13.1		16.3		12.01		0		50.26		2.22		0		2.04
	2021		197		16.02		12.82		20.12		5.08		0.26		168.12		3.47		0		6.83
	2021		198		17.82		12.02		22.42		1.8		0.25		163.66		4.35		0		6.65
	2021		199		20.51		17.11		24.52		0.01		0.79		314.47		3.94		0		12.77
	2021		200		20.99		15.48		26.29		0		0.97		335.44		4.8		0		13.62
	2021		201		20.44		13.44		26.74		0		0.97		334.35		5.23		0		13.58
	2021		202		20.15		12.35		27.45		0		0.94		330.58		5.52		0		13.42
	2021		203		20.85		13.66		27.55		0		0.87		321.74		5.37		0		13.07
	2021		204		21.82		14.02		29.32		0.06		0.85		318.01		5.76		0		12.91
	2021		205		20.36		16.36		24.86		8.23		0.12		105.46		4.12		0		4.28
	2021		206		18.41		15.61		23.71		11.91		0.33		189		3.8		0		7.67
	2021		207		18.21		15.01		22.51		3.56		0.17		126.26		3.62		0		5.13
	2021		208		18.88		12.48		24.98		14.1		0.4		211.1		4.74		0		8.57
	2021		209		18.62		14.72		22.82		1.16		0.39		206.99		3.77		0		8.41
	2021		210		19.79		13.69		25.59		0.56		0.64		273.89		4.7		0		11.12
	2021		211		19.29		14.29		26.19		10.24		0.47		229.65		4.62		0		9.33
	2021		212		17.64		13.64		22.33		23.92		0.11		98.08		3.75		0		3.98
	2021		213		13.25		10.55		15.35		6.34		0.03		61.45		2.43		0		2.5
	2021		214		14.82		10.22		19.92		0.11		0.52		240.21		3.62		0		9.75
	2021		215		14.19		10.19		19.19		10.21		0.05		70.06		3.4		0		2.84
	2021		216		13.56		12.16		15.06		12.86		0		46.51		1.88		0		1.89
	2021		217		16.32		12.62		19.92		1.4		0.31		173.02		3.23		0		7.03
	2021		218		18.44		14.74		22.44		0.02		0.31		172.12		3.51		0		6.99
	2021		219		14.88		12.08		20.28		29		0.05		68.63		3.25		0		2.79
	2021		220		15.83		11.13		20.13		0.01		0.21		134.24		3.48		0		5.45
	2021		221		15.21		9.51		21.01		0.01		0.21		133.49		3.84		0		5.42
	2021		222		19.07		10.07		26.77		0.1		0.92		299.86		5.14		0		12.18
	2021		223		20.88		13.48		28.18		0		0.88		294.03		5.03		0		11.94
	2021		224		22.18		13.98		30.58		0.54		0.79		280.86		5.49		0		11.41
	2021		225		22.64		16.14		29.74		0		0.85		287.08		5		0		11.66
	2021		226		23.71		17.11		30.11		0		0.93		293.63		4.99		0		11.92
	2021		227		23.82		17.02		30.02		0.52		0.78		274.24		4.97		0		11.14
	2021		228		17.85		13.55		20.36		4.07		0.17		113.12		3.06		0		4.59
	2021		229		15.75		13.05		19.45		0.01		0.24		137.72		2.77		0		5.59
	2021		230		16.66		12.76		21.56		0		0.64		245.18		3.32		0		9.96
	2021		231		17.53		14.43		21.73		0.01		0.17		110.87		3.08		0		4.5
	2021		232		18.4		13.7		24.2		0		0.68		249.24		3.76		0		10.12
	2021		233		19.73		12.13		26.83		4.93		0.86		273.32		4.57		0		11.1
	2021		234		17.99		15.09		22.19		3.45		0.14		97.49		3.01		0		3.96
	2021		235		16.75		12.55		21.65		0.01		0.77		258.1		3.27		0		10.48
	2021		236		15.87		13.47		19.07		0.01		0.48		200.27		2.48		0		8.13
	2021		237		14.95		11.35		18.25		0		0.06		64.98		2.65		0		2.64
	2021		238		15.99		9.29		22.39		0		0.53		208.84		3.74		0		8.48
	2021		239		15.35		12.05		19.55		0		0.58		217.85		2.76		0		8.85
	2021		240		14.1		8.1		18.7		0		0.68		234.62		3.13		0		9.53
	2021		241		14.43		9.63		18.23		0		0.36		161.75		2.83		0		6.57
	2021		242		14.83		9.13		20.43		0		0.87		255.91		3.25		0		10.39
	2021		243		14.84		9.24		20.34		0		0.65		223.8		3.2		0		9.09
	2021		244		14.92		8.62		21.52		0		0.77		240.13		3.43		0		9.75
	2021		245		16.26		8.36		23.96		0		0.97		257.45		3.89		0		10.45
	2021		246		17.58		10.78		24.28		0		0.75		233.31		3.72		0		9.47
	2021		247		17.81		11.71		24.51		0		0.89		246.87		3.62		0		10.02
	2021		248		17.61		10.91		25.41		0		0.86		241.86		3.79		0		9.82
	2021		249		18.01		11.01		25.51		0		0.96		247.69		3.8		0		10.06
	2021		250		17.69		10.29		24.59		0		0.89		240.13		3.71		0		9.75
	2021		251		19.07		10.97		25.77		0		0.93		241.03		3.88		0		9.79
	2021		252		17.6		14.1		21.7		0.63		0.04		50.06		2.64		0		2.03
	2021		253		16.4		14		19.7		0.04		0.01		38.98		2.19		0		1.58
	2021		254		17.11		12.31		21.81		0.01		0.56		186.83		2.86		0		7.59
	2021		255		16.37		10.27		23.07		0		0.8		220.06		3.21		0		8.94
	2021		256		17.98		10.28		25.28		0		0.92		228.68		3.61		0		9.29
	2021		257		18.33		11.33		23.83		1.23		0.4		148.72		3.29		0		6.04
	2021		258		18.39		15.59		23.09		7.23		0.05		50.41		2.53		0		2.05
	2021		259		16.44		14.23		20.03		12.53		0.04		46.62		2.08		0		1.89
	2021		260		15.02		10.82		19.82		0.01		0.42		148.41		2.46		0		6.03
	2021		261		14.64		8.24		21.14		8.26		0.82		208.61		2.88		0		8.47
	2021		262		11.53		10.33		13.43		14.18		0		32.21		1.26		0		1.31
	2021		263		11.83		10.33		13.53		2.48		0		31.86		1.28		0		1.29
	2021		264		12.41		8.41		17.51		0.02		0.66		183.19		2.18		0		7.44
	2021		265		11.25		6.85		17.05		0.01		0.43		142.41		2.19		0		5.78
	2021		266		14.04		7.74		21.14		0.01		0.64		176.29		2.72		0		7.16
	2021		267		14.85		7.85		22.15		0.01		0.97		205.55		2.85		0		8.35
	2021		268		16.34		9.54		22.34		4.35		0.57		161.95		2.78		0		6.58
	2021		269		15.97		12.78		19.48		0.52		0.25		97.34		1.97		0		3.95
	2021		270		15.7		10.2		20.4		0		0.6		162.58		2.38		0		6.6
	2021		271		14.58		12.38		17.18		1.17		0.31		108.49		1.56		0		4.41
	2021		272		14.04		11.54		18.24		0.37		0.53		148.18		1.79		0		6.02
	2021		273		11.09		6.59		15.29		0.02		0.94		189.68		1.83		0		7.7
	2021		274		12.81		4.71		19.81		0.71		0.88		183.65		2.52		0		7.46
	2021		275		16.04		11.84		21.04		0.01		0.71		166.31		2.15		0		6.75
	2021		276		13.78		10.27		20.17		10.88		0.05		40.86		2.05		0		1.66
	2021		277		10.33		9.23		11.53		5.03		0		26.91		0.87		0		1.09
	2021		278		11.32		9.52		14.72		5.16		0.15		64.59		1.34		0		2.62
	2021		279		9.06		6.96		11.86		4.25		0.22		79.48		1.18		0		3.23
	2021		280		9.48		7.18		12.48		0.02		0.51		130.9		1.23		0		5.32
	2021		281		9.98		6.38		12.88		0		0.11		52.84		1.37		0		2.15
	2021		282		8.36		4.36		11.46		0		0		25.2		1.33		0		1.02
	2021		283		6.31		2.01		12.51		0		0.5		124.34		1.47		0		5.05
	2021		284		6.03		-0.07		13.23		0		0.88		161.15		1.62		0		6.54
	2021		285		6.89		0.79		11.79		0.61		0.21		71.35		1.5		0		2.9
	2021		286		7.33		2.53		10.83		0.94		0.47		115.12		1.31		0		4.67
	2021		287		5		-0.5		11.8		0.02		0.9		155.79		1.43		0		6.33
	2021		288		7.2		0.3		14.8		0		0.86		151.36		1.68		0		6.15
	2021		289		6.97		0.67		13.77		0		0.97		154.69		1.56		0		6.28
	2021		290		7.82		1.32		15.82		0.01		0.93		150.88		1.67		0		6.13
	2021		291		8.84		2.44		16.14		0		0.76		138.31		1.66		0		5.62
	2021		292		10.31		5.01		18.6		0.01		0.58		119.36		1.72		0		4.85
	2021		293		13.4		4.8		18.7		6.98		0.47		104.4		1.91		0		4.24
	2021		294		12.64		10.34		15.14		0.41		0.75		131.81		1.08		0		5.35
	2021		295		8.32		2.02		12.32		0.22		0.14		49.28		1.34		0		2
	2021		296		5.15		0.35		10.35		0.01		0.98		140.46		1.14		0		5.7
	2021		297		5.61		-1.29		14.21		0.01		0.98		138.46		1.43		0		5.62
	2021		298		8.59		3.39		15.08		0.01		0.91		133.84		1.38		0		5.43
	2021		299		9.34		4.35		14.04		0		0.45		93.39		1.27		0		3.79
	2021		300		6.06		0.77		11.86		0		0.9		129.62		1.18		0		5.26
	2021		301		5.03		0.63		12.32		0.01		0.64		110.58		1.14		0		4.49
	2021		302		6.17		0.28		13.77		0.01		0.79		120.17		1.27		0		4.88
	2021		303		6.31		1.12		10.01		3.07		0		18.77		1.02		0		0.76
	2021		304		10.43		6.13		16.53		9.8		0.67		108.39		1.28		0		4.4
	2021		305		9.38		6.28		13.58		9.2		0.01		20.09		1.02		0		0.82
	2021		306		6.57		3.07		10.17		3.35		0.44		83.36		0.89		0		3.39
	2021		307		5.11		2.31		6.91		1.55		0		17.73		0.66		0.01		0.72
	2021		308		4.58		3.68		5.88		1.64		0.15		42.49		0.44		0.03		1.73
	2021		309		5.01		0.81		8.41		0.01		0.6		95.42		0.82		0		3.87
	2021		310		2.31		-1.39		7.31		0		0.59		93.25		0.76		0		3.79
	2021		311		3.33		-2.47		9.23		0.07		0.91		111.27		0.92		0.01		4.52
	2021		312		5.39		1.69		7.49		0		0.15		40.19		0.7		0		1.63
	2021		313		1.93		-0.67		4.63		0.01		0.07		27.6		0.56		0.01		1.12
	2021		314		2.4		-1.5		7.4		0		0.07		27.23		0.73		0		1.11
	2021		315		4.09		-1.21		11.69		0		0.9		105		0.95		0		4.26
	2021		316		4.02		-0.57		11.52		0		0.66		91.07		0.9		0		3.7
	2021		317		6.04		0.64		10.13		0.88		0.05		23.17		0.86		0		0.94
	2021		318		7.14		5.74		9.54		0.09		0.1		30.15		0.56		0		1.22
	2021		319		5.3		4.5		6.6		0.05		0		15.06		0.38		0		0.61
	2021		320		5.06		4.56		5.86		0.08		0		14.87		0.29		0		0.6
	2021		321		4.44		3.34		5.34		0.04		0		14.69		0.35		0		0.6
	2021		322		2.87		-0.93		7.47		0.01		0.54		75.79		0.66		0		3.08
	2021		323		1.02		-2.28		7.12		0.02		0.64		82.06		0.63		0.02		3.33
	2021		324		0.14		-2.26		2.24		0.01		0.01		15.6		0.41		0.01		0.63
	2021		325		1.76		-1.93		6.56		0.67		0.2		40.09		0.6		0.39		1.63
	2021		326		3.35		2.35		4.35		0.01		0		13.84		0.31		0		0.56
	2021		327		2.64		1.84		4.34		0		0		13.69		0.34		0		0.56
	2021		328		1.75		0.45		3.45		0.01		0		13.54		0.35		0.01		0.55
	2021		329		1.23		-0.77		3.33		0.76		0		13.4		0.39		0.58		0.54
	2021		330		1.52		0.32		2.32		1.21		0		13.26		0.27		0.81		0.54
	2021		331		2.02		-0.08		3.92		0.79		0.07		22.22		0.39		0.39		0.9
	2021		332		0.42		-0.38		1.22		1.04		0.01		14.32		0.23		0.95		0.58
	2021		333		-0.2		-1.2		1.4		0.85		0.1		25.46		0.28		0.82		1.03
	2021		334		0.31		-3.19		4.11		0.45		0		12.77		0.47		0.42		0.52
